"theta1","theta2","theta3","theta4","theta5","theta6","theta7","theta8","alpha1","alpha2","alpha3","alpha4","alpha5","alpha6","alpha7","alpha8","a1","a2","a3","a4","a5","a6","a7","a8","d1","d2","d3","d4","d5","d6","d7","d8","y"
-0.86621454,-0.3274916,-0.081011812,-1.2559036,0.38949321,-0.86663105,-1.0445217,-0.05627005,0,1.5707963,0,0,0,0,-1.5707963,-1.5707963,0,0.2042404,0,0,0,0.23493948,0.27860671,0.29420902,0,0.3268254,0.27832011,0,0.31313716,0,0,0,1.224443
1.5681465,1.0173705,-0.7427062,-1.1154774,1.1956672,-1.1889153,-1.5703226,0.1073745,1.5707963,-1.5707963,1.5707963,-1.5707963,1.5707963,-1.5707963,-0.78539816,-1.5707963,0.47402412,0.24911064,0,0.42684299,0.24018055,0.22531704,0.23500451,0,0.40377002,0.2495478,0.41555318,0.24553483,0,0.29073487,0,0.31976444,0.82858106
-1.5422823,0.14296922,-0.43471723,1.0520887,-1.5698558,-1.4718533,-0.53840816,-1.2390882,0,0.78539816,0.78539816,0,-0.78539816,1.5707963,0.78539816,0.78539816,0.2899899,0.33490303,0,0.36087269,0.39877842,0,0,0,0,0.3938677,0,0,0,0,0,0,1.4116414
0.96028369,1.1264578,1.1389725,0.98669606,-1.0669957,-0.78520256,0.93137475,-0.94079054,0,0.78539816,1.5707963,-1.5707963,-0.78539816,0.78539816,0.78539816,-0.78539816,0,0.21849997,0.26933779,0,0,0,0.24528034,0.25794331,0.30118869,0,0.37398839,0.4230329,0,0,0,0,0.92846002
1.2055287,1.1905719,1.1383362,-0.28211726,-0.88154864,-0.43695812,1.0885277,1.3903835,1.5707963,1.5707963,-0.78539816,0.78539816,1.5707963,0,1.5707963,0,0.34769372,0.37531486,0,0,0.29173004,0.39233489,0,0.16942685,0.22056381,0,0.26589452,0.28904147,0,0,0,0.25614605,1.3292901
1.3253497,1.2608383,0.86725069,-1.1076427,0.92675419,-0.05869248,0.015575641,1.0276123,-1.5707963,1.5707963,-1.5707963,0,-0.78539816,0,0,-0.78539816,0.35209974,0,0.40994697,0,0,0.18939973,0,0,0.28979736,0.31155931,0,0,0,0.21164029,0.34029151,0,1.1234846
-0.034659817,-1.3329071,0.52687506,-0.96057956,0.18397791,0.78960673,0.83288732,-0.59971784,-1.5707963,1.5707963,-1.5707963,1.5707963,-0.78539816,-0.78539816,-1.5707963,-0.78539816,0.42212436,0,0,0.34340017,0,0.41519169,0.4292142,0,0.41810661,0.38076781,0,0.29727651,0,0,0,0,1.1508873
0.78106888,-1.2910443,0.39850993,-0.11915608,-1.4616886,0.65441562,0.0474963,0.30578296,-0.78539816,0.78539816,1.5707963,0.78539816,1.5707963,-1.5707963,0,0.78539816,0.3658628,0.1764778,0,0.1266205,0.31652484,0.30138548,0,0.40827568,0,0,0.39899927,0,0.15951765,0,0,0,1.0941382
0.42093627,-0.19073572,-1.2707285,-0.58666222,1.4273441,0.17075873,-1.4737047,-0.23913967,-1.5707963,0.78539816,0,0.78539816,0,0,1.5707963,-0.78539816,0.29099227,0.33806226,0.36350315,0.28681371,0.25126908,0,0.39411725,0,0.22114915,0.38256751,0.33118789,0.28334373,0,0,0,0,1.0960053
1.0785555,0.29263454,-1.4254158,0.82225479,-0.22976267,-0.60379238,-0.59433496,1.2769172,0.78539816,0.78539816,1.5707963,1.5707963,0.78539816,-1.5707963,1.5707963,0,0.31434939,0,0,0.2989676,0,0,0.27095838,0.30632354,0,0.41818867,0.43689171,0.31624885,0.23002852,0,0.28710215,0.35070847,1.0778999
1.410519,0.13437417,-0.37851659,-0.0032406773,-1.058989,-1.3056229,0.42096208,0.24295903,-0.78539816,0,-1.5707963,-1.5707963,-0.78539816,-0.78539816,0.78539816,1.5707963,0.31138973,0.31771083,0.21578172,0.23222247,0.31836609,0.23375654,0,0,0.23168251,0.27179687,0.41482638,0,0.25658675,0,0.2531624,0,1.1193557
-0.37318754,-1.5440973,1.0533296,0.43557948,0.8733971,-1.4774246,0.073619549,-0.46373998,0,-1.5707963,0.78539816,0,-1.5707963,-0.78539816,-1.5707963,1.5707963,0.32086475,0.28660029,0,0.22293492,0.2623902,0.27184901,0.33126505,0,0,0,0,0.37288139,0.42203669,0,0,0.30984391,2.318253
-0.025744824,0.84653424,-0.57208958,1.3056086,-0.66130258,0.44228799,0.52595263,-0.75579608,-1.5707963,0.78539816,1.5707963,1.5707963,-0.78539816,0,0.78539816,-0.78539816,0.35264976,0,0.32450011,0.3851436,0.31227886,0.34188964,0.42815468,0.4148371,0,0.2969331,0.37305783,0.25679938,0,0,0.22284837,0,2.5477766
1.4148188,0.14507255,0.35847145,-0.74499759,1.2138018,-1.1359388,-0.26478201,1.4455001,0.78539816,0.78539816,-0.78539816,-0.78539816,-0.78539816,0,0.78539816,-0.78539816,0.27059017,0.27786453,0,0,0.26608273,0.36347014,0.29609909,0.21188561,0,0.2807886,0,0.33947437,0,0,0.36336313,0.30231997,1.3494941
-1.4744338,0.07461042,0.48186546,-0.31310675,-0.21752013,0.95304938,-1.0799932,0.67746457,1.5707963,-0.78539816,-0.78539816,-0.78539816,1.5707963,1.5707963,0,0,0,0,0.34620972,0.21601724,0,0,0.23904224,0,0.1929426,0,0.22463885,0.39632129,0,0,0.2938126,0.24520945,1.3670301
-1.1614278,-1.4015754,-0.6166558,-0.019837726,-0.40383631,-1.4368065,1.015395,0.61180265,0,-1.5707963,-1.5707963,-1.5707963,0.78539816,-1.5707963,1.5707963,1.5707963,0.3199758,0,0.21758791,0.2761691,0.34403351,0,0.29115859,0.28683629,0.24873058,0,0,0.22729946,0.35910186,0.26872006,0.36831046,0,1.4262508
0.45060841,-1.0044224,-1.5507646,-1.0477528,-0.95466733,-0.98009135,-1.0250135,1.0914499,0,-1.5707963,1.5707963,-1.5707963,0.78539816,0.78539816,0,-1.5707963,0.42993787,0,0.36150243,0.2891546,0,0,0.17305593,0,0,0,0.44559929,0.29860656,0.18716276,0,0.26510153,0,0.45713399
-1.3189328,-0.22524088,-0.0043315198,-0.54322165,-0.45796592,-0.13119983,0.32253462,-1.5495077,1.5707963,0.78539816,0,0.78539816,-0.78539816,0.78539816,0.78539816,-0.78539816,0,0,0.30522232,0,0,0.24773719,0.39280703,0,0,0,0.1628963,0,0,0.1294744,0.24482632,0,1.3894724
0.83408999,0.76406363,-1.2132907,0.30180341,-1.2621875,-1.5524933,1.3139692,-1.5166343,0.78539816,1.5707963,-1.5707963,0,0,-1.5707963,-1.5707963,0,0,0,0.2879728,0.37056711,0.30729259,0,0,0.35482772,0.29126378,0.18419236,0.2651963,0.37532964,0,0,0.26946652,0,1.1339299
-0.39333621,-0.8908082,1.0171188,1.3107321,0.62592538,-1.2660132,0.12365847,-1.4064949,1.5707963,1.5707963,1.5707963,0,1.5707963,-1.5707963,1.5707963,0,0.33492597,0.23985134,0.24202297,0,0,0.27264573,0,0.32537513,0.15254083,0,0.39159887,0,0,0,0.3164089,0.2124742,0.85228898
0.49875851,0.86515953,1.4454748,0.15911991,0.83303871,-1.1968483,0.18855818,-0.76957542,-0.78539816,-0.78539816,0.78539816,1.5707963,0.78539816,0,1.5707963,0.78539816,0,0.33549712,0.34668911,0,0.24916132,0.40019582,0.41035368,0,0.20312445,0.17253195,0,0.24560618,0,0,0.30892254,0.27354102,1.1589752
-0.97493745,0.77362951,-0.66085431,-1.4484113,0.75251929,-0.4603681,0.33603671,-0.81454885,0.78539816,-0.78539816,-0.78539816,1.5707963,-0.78539816,1.5707963,0,-1.5707963,0.21835405,0.28461294,0,0.23668983,0.34570315,0.2082666,0,0.29567988,0,0,0,0,0,0,0,0,0.71491737
-0.6044613,0.72955828,0.049959129,0.85783604,0.88165395,-0.93464656,-0.64150149,0.2304715,0,1.5707963,-1.5707963,1.5707963,-1.5707963,0.78539816,0.78539816,-1.5707963,0.34223821,0.23347926,0.27820215,0.38828569,0,0,0,0.40153823,0,0.2651236,0.20442422,0.24283137,0.27126942,0,0,0,1.3559616
1.5207186,-1.2808824,1.5433885,-0.39924258,0.37188057,1.5690333,0.2131987,-1.3266558,-1.5707963,0.78539816,0.78539816,-1.5707963,-1.5707963,1.5707963,0.78539816,0,0,0.24327306,0,0.31650713,0.32944921,0,0,0.32975908,0,0,0.28100424,0,0.33161733,0,0.33532615,0,0.95794548
-1.2634158,-0.20525428,-0.23987887,-0.98071239,1.1034733,1.2548954,1.515848,-1.4598682,0,0.78539816,-1.5707963,-0.78539816,0.78539816,0,-1.5707963,0,0,0,0.26002407,0.31849662,0.28264526,0,0.14480483,0,0.31107797,0,0,0.19913592,0.4038655,0,0.39302124,0.28210509,1.317555
1.4047577,0.6943302,-1.4090805,-1.0909749,1.4616989,-0.48181303,1.1942897,0.79176953,-0.78539816,0,-1.5707963,0,1.5707963,0,1.5707963,0,0.42315617,0.29381685,0.31714812,0.27547434,0.40450113,0.4202466,0.32590511,0.29962999,0,0,0,0.33038899,0,0,0.32537343,0,2.4213134
0.13363157,-0.29301008,1.3968783,0.21138929,-0.32141318,1.5481059,0.34547569,0.74675627,0,-1.5707963,1.5707963,1.5707963,0.78539816,-1.5707963,0,0,0.20095465,0,0,0,0,0.27789942,0.36999389,0,0,0.28870864,0,0,0,0,0,0.24801093,0.95745333
-0.040461181,-1.4470601,1.4706842,-0.26112019,0.15788045,-1.149137,0.96529375,0.50753352,0.78539816,0.78539816,0.78539816,1.5707963,1.5707963,-1.5707963,0,-1.5707963,0.30337819,0.29900291,0,0,0.29069446,0.31408207,0.32431802,0.30149148,0.31577159,0.29120953,0.34132541,0.30406648,0.25910038,0.28648456,0,0.13286444,1.7815011
-1.3733239,-0.17318711,1.5006817,1.2520538,0.88146042,-1.0456539,-0.23597806,-1.3933,0,-0.78539816,-0.78539816,0,0,-1.5707963,-1.5707963,-0.78539816,0,0.30520505,0,0,0,0,0.17076652,0,0.31587324,0,0.36264979,0,0,0.24955936,0,0.275651,0.34965053
-0.69185018,-0.89160787,0.14354994,-0.099310215,-0.92108562,1.082603,-0.7963529,-1.1185649,-0.78539816,0,0,1.5707963,-1.5707963,0.78539816,1.5707963,0,0.29072482,0.21324124,0.20626548,0,0.15644197,0,0.28884184,0.18529543,0,0.316312,0.2630168,0.27257781,0,0.38760117,0.27219967,0.25974844,0.88546691
-1.0685994,0.5354905,-0.67405832,-0.31506185,1.4806695,1.0568077,-0.79718184,0.65749228,1.5707963,-1.5707963,-1.5707963,0,-1.5707963,0.78539816,-1.5707963,-1.5707963,0.27107617,0.30918295,0,0.31125138,0,0.2825419,0.41007182,0.3199489,0,0.17317663,0.40219284,0,0.38048435,0,0,0,1.9810056
-0.1339214,-1.4366015,1.320445,0.50857591,-0.6383011,0.61233953,-0.2670494,1.0366637,0,0,0.78539816,-1.5707963,-1.5707963,1.5707963,-1.5707963,0.78539816,0.31845282,0.38576383,0.36426794,0.50542214,0,0,0.33929311,0.4172285,0.28270854,0,0,0.24785521,0,0.31471985,0,0,2.2551474
-1.0195279,-0.95888354,0.41461829,0.43701985,-0.05106805,-0.64591811,1.3986136,1.103255,0.78539816,-0.78539816,-1.5707963,-0.78539816,1.5707963,1.5707963,1.5707963,1.5707963,0.24428368,0.51383328,0.32271022,0,0,0.31234694,0.34992426,0.25097014,0,0.28354699,0,0,0.32539785,0.28968145,0.23330417,0,1.9955976
1.3134123,-1.4502363,1.4964239,-1.1948778,-1.2501866,-0.91498976,-0.13691471,-1.4797103,-0.78539816,0,-0.78539816,1.5707963,0.78539816,0.78539816,-1.5707963,0.78539816,0,0.23758181,0.223532,0.24161713,0,0.37293088,0.30274307,0.3567852,0,0.35103764,0.31271866,0,0,0,0,0.39887648,0.098753741
0.87825416,-1.526289,-1.2349136,1.3090594,0.78769774,0.16445027,-0.68588609,-1.184034,-1.5707963,0,-1.5707963,1.5707963,0,1.5707963,0.78539816,0.78539816,0.43179375,0.18074602,0.25844664,0,0,0.27000691,0.29679877,0.26414394,0.34490776,0.27029245,0,0.24080308,0.42225609,0.28054143,0,0.37351472,0.98916176
1.4156032,0.76219629,-1.1818512,0.91664857,-0.25792033,0.53087247,0.25055112,1.2785473,0,1.5707963,-1.5707963,1.5707963,-1.5707963,0,1.5707963,1.5707963,0.20901488,0.36650696,0.42180687,0.30490549,0.25319699,0,0.23217932,0.40519946,0.36638057,0.32327897,0,0.24404068,0,0.31145761,0,0,1.7508901
0.81463147,0.45034364,0.82881227,0.025922606,-1.000135,1.3928052,0.86958328,0.39719558,0,0,1.5707963,0,0,0.78539816,0.78539816,-0.78539816,0.26962892,0.28031021,0.30125831,0.32679428,0.39317433,0.40337993,0,0.22092896,0.16622526,0,0.27126577,0,0.24043151,0.23349243,0,0.2924258,2.111988
-0.18248321,-0.80082712,-0.9185217,0.19206795,-1.4712027,0.972811,1.1862957,1.5247222,0,0,1.5707963,1.5707963,-0.78539816,-0.78539816,-1.5707963,0.78539816,0.28166509,0.36717668,0,0.36262706,0.38736935,0.37286042,0,0.38132021,0.23499904,0.34347631,0,0,0.2456813,0.28771231,0,0,1.5139341
1.2079349,0.79072905,0.8462379,0.73037987,1.291919,-1.4056496,0.02390912,-0.2832723,-1.5707963,-1.5707963,1.5707963,0.78539816,-0.78539816,-1.5707963,1.5707963,0.78539816,0.33080902,0.29310432,0,0,0.37575733,0.34345888,0,0,0,0,0,0,0,0.26335043,0.2382626,0.20211369,0.99561819
-0.43429621,-1.2967205,-0.75288554,0.58800889,-0.78512921,-0.97753542,1.0918468,0.62630878,-1.5707963,-0.78539816,0.78539816,1.5707963,0,-1.5707963,-1.5707963,-1.5707963,0.30987391,0,0.33513484,0.25767382,0.2489129,0.28616659,0.26911159,0,0.37141415,0.32052723,0,0.2674591,0.24179286,0.30527986,0.35982253,0,1.8648812
0.6289572,-0.57559541,-1.06834,-1.3889384,1.2877678,1.0820131,-1.2857008,-0.89868692,0.78539816,0.78539816,-1.5707963,0.78539816,0.78539816,0,0.78539816,1.5707963,0.23214539,0.29523983,0,0.25433362,0.31139622,0,0.33946364,0.29211937,0,0.29992917,0,0.31871147,0,0,0,0,1.4906524
-0.93586306,0.90400922,0.9408434,1.1191197,0.32969698,-0.55235672,-0.053179194,-1.5704028,-1.5707963,-1.5707963,0,-1.5707963,1.5707963,1.5707963,1.5707963,1.5707963,0.37327093,0,0.34179515,0.35331364,0.29586156,0.28922253,0,0.34488919,0,0.28975879,0.2957117,0.30167038,0,0,0,0,1.1543903
0.073907365,1.2319903,-0.17606104,0.32232557,1.2200838,0.77346958,-0.20721514,1.3613878,0.78539816,-0.78539816,1.5707963,1.5707963,0.78539816,1.5707963,0.78539816,0,0.26858733,0.37005057,0.41440935,0.31932667,0.27551071,0,0,0.39033445,0,0.37933878,0,0.32050894,0,0,0.2576927,0.36628081,1.9281244
0.26347637,-1.3983373,0.40012916,-1.1791504,-0.81391449,-0.96647149,-1.4523972,-0.26464247,0.78539816,1.5707963,-0.78539816,1.5707963,1.5707963,-0.78539816,-1.5707963,-1.5707963,0.29478914,0.25848989,0,0,0,0.24022838,0,0.27072722,0,0.38437797,0.16805158,0,0,0,0,0,0.97823835
1.5662045,-0.20563229,-0.30991968,-0.05949455,-0.89843931,1.5664209,0.28964941,-1.3309097,-0.78539816,-0.78539816,-0.78539816,-0.78539816,0.78539816,1.5707963,1.5707963,-0.78539816,0.34573282,0,0.32380197,0.25581971,0,0.30918384,0.31064973,0.2080963,0,0,0.30408363,0,0,0.26082126,0.29750973,0.1878888,1.1417663
-0.56832381,-1.3765557,-1.0828699,-0.54881217,-0.1700967,0.034054656,0.5867453,-0.031156303,1.5707963,-1.5707963,-1.5707963,-1.5707963,1.5707963,1.5707963,0,-0.78539816,0.35447018,0.24320236,0.18399529,0.27327279,0.39636094,0,0.19450955,0.30500586,0,0,0,0,0.34535669,0,0,0,2.269275
1.0966312,-0.64328871,-1.5330864,0.7590457,-0.72664586,-1.3662801,-1.1691044,1.5248275,-1.5707963,1.5707963,1.5707963,0,-1.5707963,-0.78539816,0,1.5707963,0.30576087,0.32942524,0,0.26443664,0.20661328,0.36026425,0.44459347,0.28444562,0.33377616,0,0,0.23722324,0,0,0.29954507,0,1.1857153
0.47217889,0.24755108,1.1224108,-0.90549433,-0.76840431,0.51618962,-1.4799703,1.2695038,-1.5707963,0.78539816,0,0,1.5707963,1.5707963,0,-1.5707963,0.34611168,0.23657933,0,0.33548244,0.37758163,0.23165142,0.29417919,0,0.23058353,0.3294003,0,0.18149628,0,0.22774295,0.23472794,0.35331669,1.8524533
-1.1598747,-0.43169023,-1.4802733,-0.68141769,-1.4818608,0.91243988,1.2632662,0.83171733,-1.5707963,1.5707963,1.5707963,-0.78539816,1.5707963,0,0.78539816,0,0.33424742,0.30345887,0,0.42041453,0.27791785,0.29890188,0.27788368,0,0.28488357,0,0.23048678,0,0,0,0.41819719,0.19026347,0.35001395
-1.3640948,1.0024463,-0.24585908,-0.9592133,1.155613,1.0612934,-0.80527227,-0.22992956,0,0,0,1.5707963,0,-1.5707963,-1.5707963,0.78539816,0.21171593,0,0.16774114,0.42145289,0.20146364,0,0.44350726,0,0,0,0,0,0.27538578,0.33616385,0,0.26907628,1.4120156
-0.018891955,-0.21623165,0.61742877,0.44481199,-1.0353721,-0.21779038,-0.44753539,-0.75442426,0,-1.5707963,-0.78539816,0,0,0,0.78539816,-1.5707963,0.40464773,0.28620683,0,0.26370881,0,0.27184467,0,0,0,0.29699989,0,0.13611659,0,0,0,0,0.78431231
0.65514081,-0.33064783,0.27931131,0.84581181,-0.14764763,0.34453651,0.66991723,-0.16921598,-0.78539816,0.78539816,-1.5707963,1.5707963,1.5707963,0,0,-1.5707963,0,0.16364919,0.30020001,0,0,0,0,0.46770019,0,0,0.21128884,0,0,0.40259735,0,0,0.92423534
0.14400851,1.3247512,0.62696651,0.52441066,-1.5390148,-1.4890359,-0.30004634,-0.62256609,1.5707963,0,0.78539816,-1.5707963,0.78539816,-1.5707963,0,-1.5707963,0,0,0.37073731,0.34668552,0.35691462,0.24445254,0,0.30561644,0.35792507,0,0,0.26673458,0,0,0,0.19977953,1.1347094
-0.13538222,-0.85584167,1.221745,0.4188593,-0.5408619,1.503212,-0.20388991,0.69991568,1.5707963,1.5707963,-1.5707963,-0.78539816,-1.5707963,1.5707963,0.78539816,0.78539816,0.28530534,0,0.3149337,0.28492035,0.14928467,0,0,0.25553243,0,0.26781736,0.37227706,0,0,0,0,0.20401979,1.7538155
1.3977153,-1.4294379,-0.80437607,-0.8753414,0.21550014,-0.3455508,1.1326,0.69833016,0,-0.78539816,0,0,0.78539816,0.78539816,-0.78539816,-1.5707963,0,0.21357991,0.3728058,0.13373639,0.26371494,0.31747391,0,0.28942428,0.18760892,0,0,0.20308869,0.31221671,0.20879723,0.3356201,0,1.6035429
0.45551052,-0.2960483,0.598965,1.1419766,1.2115048,1.0990729,-0.44716087,-0.74307324,-1.5707963,-1.5707963,0,-1.5707963,0.78539816,-0.78539816,0,0,0,0.27470561,0.28358308,0.30746929,0.33809711,0.2669218,0.26384509,0.3963323,0.2865251,0.3031943,0,0,0,0,0,0.26653006,0.76855338
0.011411278,0.15220025,0.77322388,-1.1950535,-1.0624095,0.89545866,-1.3966532,0.42959653,0.78539816,0,0,0.78539816,1.5707963,0,0.78539816,-1.5707963,0,0.26667233,0,0.29621894,0,0.32734142,0.1268849,0.24204983,0,0.13620632,0,0,0,0,0,0.16112043,0.64653905
0.22427921,-0.45046295,0.30751688,0.51635527,1.3040456,1.3441212,-0.54782647,0.68866652,0.78539816,-0.78539816,0.78539816,0.78539816,-1.5707963,-0.78539816,-0.78539816,-1.5707963,0.31596958,0.30764549,0.26692825,0.35933354,0.2384721,0.32569535,0.37314851,0,0,0,0,0,0,0.39003187,0.31339662,0,0.76360054
0.72364049,1.1206214,0.43546278,-1.0878798,0.073628093,-0.32015035,0.78120009,0.91416281,-1.5707963,1.5707963,1.5707963,-1.5707963,0.78539816,1.5707963,-1.5707963,-1.5707963,0.35011148,0.44530095,0.35487495,0.2604578,0.41041095,0.23491129,0,0,0.25141353,0.35598485,0.29363481,0.26689655,0,0,0,0,1.4567114
1.3213253,-0.40358316,-0.32364688,-1.436226,1.3475319,0.22662226,1.2301005,-0.52159355,-1.5707963,-0.78539816,-0.78539816,0.78539816,0.78539816,-1.5707963,-1.5707963,1.5707963,0.32088781,0.25687508,0.25993477,0,0.14803544,0.32592652,0.30580007,0,0,0,0,0,0,0,0.3313349,0.32658399,1.057147
0.74769974,0.21896294,1.3051634,1.2820626,-0.55729204,-1.3195367,-0.95101989,0.63221343,0.78539816,-1.5707963,1.5707963,1.5707963,-0.78539816,0.78539816,-0.78539816,0.78539816,0.28871883,0.25121661,0.28999743,0,0,0.26738821,0,0.26826642,0.2700382,0,0.37921906,0.3192694,0,0.22405466,0.22867949,0.29211961,1.1338533
-0.3195794,0.95241335,0.79657262,-1.4718592,-0.63695391,1.2633321,-1.2026616,-0.12713661,-0.78539816,1.5707963,0.78539816,1.5707963,-1.5707963,0,0,0,0.27047788,0.43930299,0.215024,0,0,0,0.26569473,0.32965921,0,0.46547256,0.28201789,0,0.20900652,0,0,0.38855557,0.92153837
-1.4579181,1.1939247,0.94092418,-0.66478881,1.5395981,-1.2740236,0.58027484,1.1756089,1.5707963,0.78539816,0.78539816,-0.78539816,0.78539816,0,0,1.5707963,0.38306832,0.32609268,0.26071952,0.21524092,0.29478201,0.43697748,0,0,0,0.16455121,0,0,0.37383198,0,0,0,1.6678657
0.868392,-0.77517405,-0.16546586,-0.67517035,-0.15541644,-1.4206098,-0.084360919,-0.99567106,1.5707963,-1.5707963,-0.78539816,1.5707963,1.5707963,-1.5707963,-1.5707963,1.5707963,0,0.48470363,0.28068402,0.32074689,0.35732472,0.22507889,0,0.19150879,0,0.35779162,0.32922742,0,0.34075578,0.20619669,0.26575563,0.16083699,1.9451276
0.17516812,0.37828468,-0.75288731,0.55820912,1.0250589,-0.32926934,1.4563975,1.5251444,0.78539816,-0.78539816,1.5707963,0.78539816,0.78539816,-0.78539816,0,1.5707963,0.30034452,0,0.33735591,0.30337914,0,0.37269469,0.26219541,0,0,0.40895474,0,0,0.38379686,0,0,0.11521933,1.7304745
-0.71927274,0.031589926,0.0027287701,-1.2614504,1.4127429,-0.18708034,0.47501139,0.7294484,1.5707963,1.5707963,-0.78539816,1.5707963,-1.5707963,0,1.5707963,0,0,0,0,0.30887577,0.42934727,0.22285887,0.33533805,0.24021767,0,0,0.31255577,0.28311555,0.29746226,0.15596966,0,0,2.3266735
-0.71812839,0.41510177,-0.86188859,0.12216321,-1.4044947,0.58415422,0.40286699,0.85339608,-1.5707963,0.78539816,0.78539816,0,1.5707963,-0.78539816,0,-1.5707963,0,0.34804531,0,0.31268584,0.24259569,0.26439663,0.33444647,0,0,0,0.401576,0,0,0,0,0,1.233979
-1.0381457,0.29140033,-0.17763227,-0.95261382,-1.0243941,-1.063247,-0.61260918,-1.1233071,1.5707963,0,0.78539816,-1.5707963,-1.5707963,0.78539816,-1.5707963,-0.78539816,0.45921233,0.31748013,0,0,0.33930391,0.30920259,0.15902738,0.46420001,0.29134927,0.25022552,0,0,0,0,0,0,2.3032101
1.5229122,1.0300289,1.520003,-0.74043777,-0.68913489,0.76204885,-0.51821224,-1.0982579,-1.5707963,1.5707963,-0.78539816,0.78539816,-0.78539816,0.78539816,-0.78539816,0.78539816,0.20633156,0.40040065,0.19543781,0.32953519,0.39956987,0.41137096,0,0.34102357,0,0.26723271,0.16980851,0,0.24116178,0,0,0.2609183,2.8629466
0.025281673,0.7940634,0.33804282,1.4860891,1.0387141,-0.16193624,-1.043173,0.6199982,-0.78539816,-1.5707963,1.5707963,0.78539816,0.78539816,1.5707963,1.5707963,-1.5707963,0,0,0,0,0.26290555,0.36530514,0,0.29954011,0,0.36511324,0.19107893,0.38484137,0,0,0,0.30330709,1.0227718
0.20512027,1.1292044,0.17644181,-0.20601152,-0.40049087,1.3830609,0.45975722,-1.1783839,-0.78539816,-0.78539816,1.5707963,-0.78539816,-0.78539816,1.5707963,0,0.78539816,0.2542567,0,0.33251635,0,0.27234173,0,0.32128104,0,0.27866315,0,0.4408317,0,0.28091069,0,0,0,0.77860691
1.0277776,1.3813807,0.49490517,-1.0661609,0.67905078,-0.59967181,-0.45481975,-0.66063416,-0.78539816,-1.5707963,1.5707963,0.78539816,0,0,-1.5707963,-1.5707963,0.22598001,0,0.3311662,0.28420163,0.23730297,0,0,0.28030802,0,0,0.26968689,0,0.37523859,0.31515387,0,0.26588426,1.3485397
-0.4154361,1.5259497,-1.325477,-0.25779673,-0.53341599,0.98287789,0.73460031,-0.031708845,1.5707963,-0.78539816,0.78539816,-0.78539816,-0.78539816,-0.78539816,1.5707963,0.78539816,0.40321166,0.33936464,0.20319042,0.27881807,0.27666128,0,0,0,0.31249979,0.26957329,0.21028936,0,0.42974374,0.22919948,0,0.24338652,2.0380249
0.62067047,1.520926,-0.93590268,0.23808775,-0.84814933,-1.4398531,0.077826023,1.1194164,-1.5707963,1.5707963,0.78539816,1.5707963,-0.78539816,-0.78539816,-1.5707963,-1.5707963,0.14763618,0.27818517,0.34935411,0.24572176,0.26051937,0.25034113,0,0.29142776,0.23993247,0,0,0,0,0.39999187,0.40168036,0,1.5032053
0.97268599,-0.91475979,0.58661056,0.8459985,-0.15163491,-0.69632736,-0.74137846,-0.79129881,-1.5707963,-0.78539816,0,0,0.78539816,0,0,0,0.17755289,0.23543994,0,0.19200021,0,0.27861203,0.36416643,0.31654406,0,0.20548425,0.16257487,0,0.28160766,0,0.36127464,0,0.83383187
0.57377197,-1.3039002,1.0993119,0.42942013,1.0257292,1.51137,-1.3229405,1.5318317,0,-1.5707963,0.78539816,0,0.78539816,-1.5707963,-1.5707963,-0.78539816,0,0.2383258,0.31364252,0,0.31792876,0.37225313,0.32178055,0.28382766,0,0.2469617,0.16809207,0,0,0.37249827,0.29021585,0,0.92249023
1.5671702,0.3174656,1.2200442,0.10700719,1.4789235,-0.014200735,0.089284327,-1.0796061,0.78539816,0.78539816,0,1.5707963,1.5707963,-0.78539816,-0.78539816,0,0.27846991,0.34108169,0.38566129,0,0.36566939,0,0.35483285,0,0.28552439,0.25194921,0,0.24105396,0.31865528,0.21844646,0,0.35726153,1.7704935
-0.34294885,0.88118632,0.6306403,-0.56215893,-1.4360708,0.81398408,-1.005505,-0.8956858,0.78539816,-0.78539816,1.5707963,0,1.5707963,0.78539816,1.5707963,-0.78539816,0,0.4145579,0.28948139,0.19668222,0.34484051,0.18831828,0,0.25123919,0,0,0,0.28056002,0,0.30248539,0,0.24154443,0.79998848
-1.0029411,1.3548801,1.2058941,1.0484,-0.73368294,-0.25794987,0.03438185,-0.19730168,1.5707963,1.5707963,0.78539816,0.78539816,-1.5707963,0.78539816,0,0.78539816,0.29617291,0,0.40527002,0.20062166,0.3400893,0.4068248,0.26295358,0.19693284,0,0,0,0,0.1845152,0,0.38168376,0,1.9545023
0.24708806,-0.3764697,-0.15857948,-1.1746666,-0.85340286,1.370149,0.21975215,-1.1385117,0.78539816,0.78539816,0.78539816,0,-0.78539816,-0.78539816,0.78539816,-0.78539816,0,0,0.31642971,0.25755183,0.31019975,0.36363882,0,0.26858463,0,0.38582805,0.25745057,0.23903841,0,0,0,0.28022359,0.79189872
0.68714893,0.41742326,0.45635697,1.3638459,1.0979536,-0.40922241,-0.85477943,0.22529665,0.78539816,0,-0.78539816,-1.5707963,0.78539816,0,0.78539816,-0.78539816,0,0.35122824,0.31077957,0.35729027,0.36221412,0.23348531,0.27657192,0,0,0,0,0.33762772,0.3647297,0,0.20012223,0.28226293,1.370926
